userID,username,name,created_at,followers_count,following_count,tweet_count,ESPN_name,conference,state,institution_name
191136650,UCR_WBB,UCR Women's Basketball,2010-09-15 18:00:12+00:00,2296,490,2439,UC Riverside Highlanders,Big West,CA,University of California-Riverside
3760456393,UCSDwbb,UC San Diego WBB,2015-10-02 15:45:34+00:00,3363,574,3741,UC San Diego Tritons,Big West,CA,University of California-San Diego
1945161349,UCSB_WBB,UC Santa Barbara Women’s Basketball,2013-10-07 20:50:10+00:00,4251,480,2454,UC Santa Barbara Gauchos,Big West,CA,University of California-Santa Barbara
2649163399,ucawbb,Sugar Bear Basketball,2014-07-15 20:17:47+00:00,3482,202,3083,Central Arkansas Bears,ASUN,AR,University of Central Arkansas
30271901,UCF_WBB,UCF Women's Hoops,2009-04-10 17:59:31+00:00,10239,185,10833,UCF Knights,American,FL,University of Central Florida
79275039,GoBearcatsWBB,Cincinnati Women's Basketball,2009-10-02 20:07:39+00:00,6383,304,11812,Cincinnati Bearcats,American,OH,University of Cincinnati-Main Campus
50805641,CUBuffsWBB,Colorado Women's Basketball 🦬,2009-06-25 23:07:29+00:00,9774,701,17068,Colorado Buffaloes,Pac-12,CO,University of Colorado Boulder
242785840,UConnWBB,UConn Women’s Basketball,2011-01-25 16:02:10+00:00,161213,162,18833,UConn Huskies,Big East,CT,University of Connecticut
42664229,DaytonWBB,Dayton Women's Hoops,2009-05-26 16:51:47+00:00,9163,1095,11866,Dayton Flyers,Atlantic 10,OH,University of Dayton
3299382868,DelawareWBB,Delaware Women’s Basketball,2015-05-26 14:42:56+00:00,7813,218,9520,Delaware Blue Hens,Colonial,DE,University of Delaware
48033891,DU_WHoops,Denver Women's Hoops,2009-06-17 17:12:40+00:00,3713,399,15123,Denver Pioneers,Summit League,CO,University of Denver
3439634158,Detroit_WBB,Detroit Mercy WBB,2015-08-25 18:58:36+00:00,4380,279,6585,Detroit Mercy Titans,Horizon,MI,University of Detroit Mercy
